iter	Passed	Remaining
356	706	1272
357	708	1271
358	710	1269
359	712	1267
360	714	1265
361	716	1263
362	718	1261
363	720	1259
364	722	1257
365	724	1255
366	726	1253
367	728	1251
368	730	1249
369	732	1247
370	734	1245
371	736	1242
372	738	1241
373	740	1238
374	742	1237
375	744	1235
376	746	1232
377	747	1230
378	749	1228
379	751	1226
380	753	1224
381	755	1222
382	757	1220
383	759	1218
384	761	1216
385	763	1214
386	765	1212
387	767	1210
388	769	1208
389	771	1206
390	773	1204
391	775	1202
392	777	1200
393	779	1198
394	781	1196
395	782	1194
396	784	1192
397	786	1190
398	788	1188
399	790	1186
400	792	1184
401	794	1182
402	795	1178
403	797	1176
404	799	1174
405	801	1172
406	803	1170
407	805	1168
408	807	1166
409	808	1164
410	809	1160
411	812	1159
412	814	1157
413	816	1155
414	818	1153
415	820	1151
416	822	1149
417	824	1147
418	826	1145
419	828	1143
420	830	1141
421	832	1139
422	834	1137
423	836	1135
424	838	1134
425	840	1132
426	842	1130
427	844	1128
428	846	1126
429	848	1124
430	849	1122
431	851	1119
432	853	1118
433	855	1116
434	857	1114
435	859	1112
436	861	1109
437	863	1107
438	864	1104
439	866	1102
440	868	1100
441	870	1098
442	872	1096
443	874	1094
444	875	1092
445	877	1090
446	879	1088
447	881	1086
448	883	1084
449	885	1082
450	887	1080
451	889	1078
452	891	1076
453	893	1074
454	895	1072
455	897	1070
456	899	1068
457	901	1066
458	903	1064
459	905	1062
460	907	1060
461	909	1058
462	911	1056
463	913	1054
464	915	1052
465	917	1051
466	919	1049
467	921	1047
468	923	1045
469	925	1043
470	927	1041
471	929	1039
472	930	1037
473	933	1035
474	935	1033
475	937	1031
476	938	1029
477	940	1027
478	942	1025
479	944	1023
480	946	1021
481	948	1019
482	951	1018
483	953	1016
484	955	1014
485	957	1012
486	959	1010
487	961	1008
488	963	1006
489	965	1004
490	967	1002
491	969	1000
492	971	998
493	973	996
494	975	994
495	977	992
496	979	991
497	981	989
498	983	987
499	985	985
500	987	983
501	989	981
502	991	979
503	993	977
504	995	975
505	997	974
506	999	972
507	1001	970
508	1003	968
509	1005	966
510	1007	964
511	1009	962
512	1011	960
513	1013	958
514	1015	956
515	1017	954
516	1019	952
517	1021	950
518	1023	948
519	1025	946
520	1027	944
521	1029	942
522	1031	941
523	1033	939
524	1035	936
525	1037	934
526	1039	933
527	1041	931
528	1043	929
529	1045	927
530	1047	925
531	1049	923
532	1051	921
533	1053	919
534	1055	917
535	1057	915
536	1059	913
537	1061	911
538	1063	909
539	1065	907
540	1067	905
541	1069	903
542	1071	901
543	1073	899
544	1075	897
545	1077	895
546	1079	893
547	1081	891
548	1083	889
549	1085	887
550	1087	886
551	1089	884
552	1091	882
553	1093	880
554	1095	878
555	1097	876
556	1099	874
557	1101	872
558	1103	870
559	1105	868
560	1107	866
561	1109	864
562	1111	862
563	1113	860
564	1115	858
565	1117	856
566	1118	854
567	1120	852
568	1122	850
569	1124	848
570	1126	846
571	1128	844
572	1130	842
573	1132	840
574	1134	838
575	1136	836
576	1138	834
577	1140	832
578	1142	830
579	1144	828
580	1146	826
581	1148	824
582	1150	822
583	1152	820
584	1153	818
585	1155	816
586	1158	814
587	1159	812
588	1161	810
589	1163	808
590	1165	806
591	1167	804
592	1169	802
593	1171	800
594	1173	798
595	1175	796
596	1177	794
597	1179	792
598	1181	790
599	1182	788
600	1184	786
601	1186	784
602	1188	782
603	1190	780
604	1192	778
605	1193	776
606	1195	774
607	1197	772
608	1199	770
609	1201	768
610	1203	766
611	1205	764
612	1208	762
613	1210	760
614	1212	758
615	1214	756
616	1216	754
617	1218	752
618	1220	751
619	1223	749
620	1225	747
621	1227	745
622	1229	743
623	1231	741
624	1233	739
625	1235	738
626	1237	736
627	1239	734
628	1241	732
629	1243	730
630	1245	728
631	1247	726
632	1249	724
633	1251	722
634	1253	720
635	1255	718
636	1257	716
637	1259	714
638	1261	712
639	1262	710
640	1265	708
641	1267	706
642	1269	704
643	1271	702
644	1273	700
645	1275	698
646	1277	696
647	1279	694
648	1281	692
649	1283	690
650	1285	689
651	1287	687
652	1289	685
653	1290	682
654	1292	680
655	1294	678
656	1296	677
657	1298	675
658	1300	673
659	1302	671
660	1304	669
661	1306	667
662	1308	665
663	1310	663
664	1312	661
665	1314	659
666	1316	657
667	1318	655
668	1320	653
669	1322	651
670	1323	649
671	1326	647
672	1327	645
673	1329	643
674	1331	641
675	1334	639
676	1336	637
677	1337	635
678	1340	633
679	1341	631
680	1343	629
681	1345	627
682	1347	625
683	1349	623
684	1351	621
685	1353	619
686	1355	617
687	1358	615
688	1360	613
689	1362	612
690	1364	610
691	1366	608
692	1368	606
693	1370	604
694	1372	602
695	1374	600
696	1376	598
697	1378	596
698	1379	594
699	1381	592
700	1383	590
701	1385	588
702	1387	586
703	1389	584
704	1391	582
705	1393	580
706	1395	578
707	1397	576
708	1399	574
709	1401	572
710	1403	570
711	1404	568
712	1406	566
713	1408	564
714	1410	562
715	1412	560
716	1414	558
717	1416	556
718	1418	554
719	1420	552
720	1422	550
721	1424	548
722	1426	546
723	1427	544
724	1430	542
725	1432	540
726	1433	538
727	1435	536
728	1437	534
729	1439	532
730	1441	530
731	1443	528
732	1445	526
733	1447	524
734	1449	522
735	1451	520
736	1453	518
737	1455	516
738	1457	514
739	1459	512
740	1462	511
741	1464	509
742	1466	507
743	1467	505
744	1469	503
745	1471	501
746	1474	499
747	1476	497
748	1478	495
749	1480	493
750	1482	491
751	1484	489
752	1485	487
753	1487	485
754	1490	483
755	1492	481
756	1495	479
757	1497	477
758	1499	475
759	1500	473
760	1503	472
761	1505	470
762	1507	468
763	1509	466
764	1511	464
765	1513	462
766	1515	460
767	1517	458
768	1519	456
769	1521	454
770	1522	452
771	1524	450
772	1527	448
773	1528	446
774	1530	444
775	1532	442
776	1534	440
777	1536	438
778	1538	436
779	1540	434
780	1542	432
781	1544	430
782	1546	428
783	1548	426
784	1550	424
785	1552	422
786	1554	420
787	1556	418
788	1558	416
789	1560	414
790	1562	412
791	1564	410
792	1565	408
793	1567	406
794	1569	404
795	1571	402
796	1573	400
797	1575	398
798	1577	396
799	1579	394
800	1581	392
801	1583	390
802	1585	388
803	1587	386
804	1589	384
805	1591	382
806	1592	380
807	1594	378
808	1596	376
809	1598	375
810	1600	373
811	1602	371
812	1604	369
813	1606	367
814	1608	365
815	1610	363
816	1612	361
817	1614	359
818	1616	357
819	1618	355
820	1620	353
821	1622	351
822	1624	349
823	1625	347
824	1628	345
825	1630	343
826	1632	341
827	1634	339
828	1636	337
829	1638	335
830	1640	333
831	1642	331
832	1644	329
833	1646	327
834	1648	325
835	1649	323
836	1651	321
837	1654	319
838	1656	317
839	1658	315
840	1659	313
841	1661	311
842	1663	309
843	1665	307
844	1667	305
845	1669	303
846	1671	301
847	1673	299
848	1675	297
849	1677	295
850	1679	294
851	1681	292
852	1683	290
853	1685	288
854	1687	286
855	1689	284
856	1691	282
857	1693	280
858	1694	278
859	1696	276
860	1698	274
861	1700	272
862	1702	270
863	1703	268
864	1705	266
865	1707	264
866	1709	262
867	1710	260
868	1712	258
869	1714	256
870	1716	254
871	1718	252
872	1720	250
873	1722	248
874	1724	246
875	1726	244
876	1728	242
877	1730	240
878	1732	238
879	1734	236
880	1736	234
881	1738	232
882	1740	230
883	1742	228
884	1744	226
885	1746	224
886	1748	222
887	1750	220
888	1752	218
889	1754	216
890	1756	214
891	1758	212
892	1761	211
893	1763	209
894	1765	207
895	1767	205
896	1769	203
897	1771	201
898	1773	199
899	1775	197
900	1777	195
901	1779	193
902	1781	191
903	1783	189
904	1785	187
905	1787	185
906	1789	183
907	1791	181
908	1793	179
909	1795	177
910	1797	175
911	1799	173
912	1801	171
913	1803	169
914	1805	167
915	1807	165
916	1809	163
917	1811	161
918	1813	159
919	1815	157
920	1817	155
921	1819	153
922	1821	151
923	1823	150
924	1825	148
925	1827	146
926	1830	144
927	1832	142
928	1834	140
929	1836	138
930	1838	136
931	1840	134
932	1842	132
933	1844	130
934	1846	128
935	1848	126
936	1850	124
937	1852	122
938	1854	120
939	1856	118
940	1858	116
941	1860	114
942	1862	112
943	1864	110
944	1866	108
945	1868	106
946	1870	104
947	1872	102
948	1874	100
949	1876	98
950	1879	96
951	1881	94
952	1883	92
953	1885	90
954	1887	88
955	1888	86
956	1891	84
957	1893	83
958	1895	81
959	1898	79
960	1900	77
961	1902	75
962	1904	73
963	1906	71
964	1908	69
965	1910	67
966	1912	65
967	1914	63
968	1916	61
969	1918	59
970	1920	57
971	1922	55
972	1924	53
973	1926	51
974	1928	49
975	1929	47
976	1931	45
977	1933	43
978	1935	41
979	1938	39
980	1940	37
981	1942	35
982	1944	33
983	1946	31
984	1948	29
985	1949	27
986	1951	25
987	1953	23
988	1955	21
989	1957	19
990	1959	17
991	1961	15
992	1963	13
993	1965	11
994	1967	9
995	1969	7
996	1971	5
997	1973	3
998	1975	1
999	1977	0
